date,year,month,quarter,brand,therapy_area,region,territory,rep_id,units_sold,revenue_usd,market_share_pct
2021-06-01,2021,6,Q2,BrandA,Cardiovascular,East,E-302,REP_E-302,5129,348047.27,31.7
2021-07-01,2021,7,Q3,BrandA,Cardiovascular,East,E-302,REP_E-302,5264,342690.68,30.66
2021-08-01,2021,8,Q3,BrandA,Cardiovascular,East,E-302,REP_E-302,5577,360849.13,8.95
2021-09-01,2021,9,Q3,BrandA,Cardiovascular,East,E-302,REP_E-302,5911,374509.75,24.93
2021-10-01,2021,10,Q4,BrandA,Cardiovascular,East,E-302,REP_E-302,5392,352462.57,30.21
2021-11-01,2021,11,Q4,BrandA,Cardiovascular,East,E-302,REP_E-302,5170,329445.91,12.33
2021-12-01,2021,12,Q4,BrandA,Cardiovascular,East,E-302,REP_E-302,5679,366988.83,21.63
2022-01-01,2022,1,Q1,BrandA,Cardiovascular,East,E-302,REP_E-302,6047,409777.9,29.97
2022-02-01,2022,2,Q1,BrandA,Cardiovascular,East,E-302,REP_E-302,5788,372405.31,8.81
2022-03-01,2022,3,Q1,BrandA,Cardiovascular,East,E-302,REP_E-302,5619,370553.57,24.74
2022-04-01,2022,4,Q2,BrandA,Cardiovascular,East,E-302,REP_E-302,5961,378870.3,15.14
2022-05-01,2022,5,Q2,BrandA,Cardiovascular,East,E-302,REP_E-302,5842,376339.71,30.19
2022-06-01,2022,6,Q2,BrandA,Cardiovascular,East,E-302,REP_E-302,6480,432526.17,31.31
2022-07-01,2022,7,Q3,BrandA,Cardiovascular,East,E-302,REP_E-302,5794,368825.38,30.66
2022-08-01,2022,8,Q3,BrandA,Cardiovascular,East,E-302,REP_E-302,6498,434076.55,19.38
2022-09-01,2022,9,Q3,BrandA,Cardiovascular,East,E-302,REP_E-302,6822,446003.82,28.69
2022-10-01,2022,10,Q4,BrandA,Cardiovascular,East,E-302,REP_E-302,6140,391361.11,28.27
2022-11-01,2022,11,Q4,BrandA,Cardiovascular,East,E-302,REP_E-302,5584,364524.31,15.66
2022-12-01,2022,12,Q4,BrandA,Cardiovascular,East,E-302,REP_E-302,5899,387674.56,27.89
2023-01-01,2023,1,Q1,BrandA,Cardiovascular,East,E-302,REP_E-302,6390,417052.79,8.89
2023-02-01,2023,2,Q1,BrandA,Cardiovascular,East,E-302,REP_E-302,6617,413167.44,22.31
2023-03-01,2023,3,Q1,BrandA,Cardiovascular,East,E-302,REP_E-302,5960,378622.62,13.52
2023-04-01,2023,4,Q2,BrandA,Cardiovascular,East,E-302,REP_E-302,6842,438884.58,10.89
2023-05-01,2023,5,Q2,BrandA,Cardiovascular,East,E-302,REP_E-302,6806,438094.15,9.85
2023-06-01,2023,6,Q2,BrandA,Cardiovascular,East,E-302,REP_E-302,7323,477935.67,24.71
2023-07-01,2023,7,Q3,BrandA,Cardiovascular,East,E-302,REP_E-302,7121,460685.19,16.16
2023-08-01,2023,8,Q3,BrandA,Cardiovascular,East,E-302,REP_E-302,5845,366733.58,25.39
2023-09-01,2023,9,Q3,BrandA,Cardiovascular,East,E-302,REP_E-302,6456,419349.27,9.57
2023-10-01,2023,10,Q4,BrandA,Cardiovascular,East,E-302,REP_E-302,6446,420614.43,15.57
2023-11-01,2023,11,Q4,BrandA,Cardiovascular,East,E-302,REP_E-302,5680,370259.41,20.95
2023-12-01,2023,12,Q4,BrandA,Cardiovascular,East,E-302,REP_E-302,6397,421295.08,26.98
2021-01-01,2021,1,Q1,BrandA,Cardiovascular,East,E-303,REP_E-303,5188,293882.57,21.58
2021-02-01,2021,2,Q1,BrandA,Cardiovascular,East,E-303,REP_E-303,4627,255995.22,14.41
2021-03-01,2021,3,Q1,BrandA,Cardiovascular,East,E-303,REP_E-303,5419,300584.26,29.09
2021-04-01,2021,4,Q2,BrandA,Cardiovascular,East,E-303,REP_E-303,5889,328817.85,27.14
2021-05-01,2021,5,Q2,BrandA,Cardiovascular,East,E-303,REP_E-303,5821,323682.07,23.8
2021-06-01,2021,6,Q2,BrandA,Cardiovascular,East,E-303,REP_E-303,6273,343191.7,28.41
2021-07-01,2021,7,Q3,BrandA,Cardiovascular,East,E-303,REP_E-303,5700,324421.84,28.82
2021-08-01,2021,8,Q3,BrandA,Cardiovascular,East,E-303,REP_E-303,6253,357666.44,25.0
2021-09-01,2021,9,Q3,BrandA,Cardiovascular,East,E-303,REP_E-303,6356,358537.7,28.09
2021-10-01,2021,10,Q4,BrandA,Cardiovascular,East,E-303,REP_E-303,5285,293858.62,24.74
2021-11-01,2021,11,Q4,BrandA,Cardiovascular,East,E-303,REP_E-303,5136,283682.5,24.32
2021-12-01,2021,12,Q4,BrandA,Cardiovascular,East,E-303,REP_E-303,5713,315562.78,22.85
2022-01-01,2022,1,Q1,BrandA,Cardiovascular,East,E-303,REP_E-303,5862,343898.44,26.07
2022-02-01,2022,2,Q1,BrandA,Cardiovascular,East,E-303,REP_E-303,5389,307577.96,11.81
2022-03-01,2022,3,Q1,BrandA,Cardiovascular,East,E-303,REP_E-303,5690,313422.15,29.14
2022-04-01,2022,4,Q2,BrandA,Cardiovascular,East,E-303,REP_E-303,6011,337871.41,28.92
2022-05-01,2022,5,Q2,BrandA,Cardiovascular,East,E-303,REP_E-303,5821,323752.93,8.7
2022-06-01,2022,6,Q2,BrandA,Cardiovascular,East,E-303,REP_E-303,6086,344945.05,27.82
2022-07-01,2022,7,Q3,BrandA,Cardiovascular,East,E-303,REP_E-303,6035,341781.93,11.09
2022-08-01,2022,8,Q3,BrandA,Cardiovascular,East,E-303,REP_E-303,6000,343430.88,16.04
2022-09-01,2022,9,Q3,BrandA,Cardiovascular,East,E-303,REP_E-303,6077,334668.13,25.84
2022-10-01,2022,10,Q4,BrandA,Cardiovascular,East,E-303,REP_E-303,5969,335109.6,11.86
2022-11-01,2022,11,Q4,BrandA,Cardiovascular,East,E-303,REP_E-303,6280,339528.75,27.63
2022-12-01,2022,12,Q4,BrandA,Cardiovascular,East,E-303,REP_E-303,5376,293612.81,27.97
2023-01-01,2023,1,Q1,BrandA,Cardiovascular,East,E-303,REP_E-303,6168,351668.11,20.18
2023-02-01,2023,2,Q1,BrandA,Cardiovascular,East,E-303,REP_E-303,5970,328105.72,8.15
2023-03-01,2023,3,Q1,BrandA,Cardiovascular,East,E-303,REP_E-303,6323,348284.02,14.89
2023-04-01,2023,4,Q2,BrandA,Cardiovascular,East,E-303,REP_E-303,6908,386951.86,22.81
2023-05-01,2023,5,Q2,BrandA,Cardiovascular,East,E-303,REP_E-303,6408,363992.22,31.55
2023-06-01,2023,6,Q2,BrandA,Cardiovascular,East,E-303,REP_E-303,7145,391800.85,23.16
2023-07-01,2023,7,Q3,BrandA,Cardiovascular,East,E-303,REP_E-303,7030,366432.51,14.24
2023-08-01,2023,8,Q3,BrandA,Cardiovascular,East,E-303,REP_E-303,7015,386170.4,23.22
2023-09-01,2023,9,Q3,BrandA,Cardiovascular,East,E-303,REP_E-303,6708,384872.84,20.96
2023-10-01,2023,10,Q4,BrandA,Cardiovascular,East,E-303,REP_E-303,7309,412291.84,26.72
2023-11-01,2023,11,Q4,BrandA,Cardiovascular,East,E-303,REP_E-303,5977,343723.49,10.57
2023-12-01,2023,12,Q4,BrandA,Cardiovascular,East,E-303,REP_E-303,5985,327715.41,26.26
2021-01-01,2021,1,Q1,BrandA,Cardiovascular,West,W-401,REP_W-401,4563,251346.23,21.43
2021-02-01,2021,2,Q1,BrandA,Cardiovascular,West,W-401,REP_W-401,4609,267917.11,8.23
2021-03-01,2021,3,Q1,BrandA,Cardiovascular,West,W-401,REP_W-401,5176,291951.78,15.84
2021-04-01,2021,4,Q2,BrandA,Cardiovascular,West,W-401,REP_W-401,4621,266909.99,20.43
2021-05-01,2021,5,Q2,BrandA,Cardiovascular,West,W-401,REP_W-401,5296,301262.93,10.11
2021-06-01,2021,6,Q2,BrandA,Cardiovascular,West,W-401,REP_W-401,5465,311580.64,16.42
2021-07-01,2021,7,Q3,BrandA,Cardiovascular,West,W-401,REP_W-401,5263,300735.93,8.8
2021-08-01,2021,8,Q3,BrandA,Cardiovascular,West,W-401,REP_W-401,5089,290091.43,9.89
2021-09-01,2021,9,Q3,BrandA,Cardiovascular,West,W-401,REP_W-401,4943,282858.12,17.53
2021-10-01,2021,10,Q4,BrandA,Cardiovascular,West,W-401,REP_W-401,4939,286460.09,11.19
2021-11-01,2021,11,Q4,BrandA,Cardiovascular,West,W-401,REP_W-401,4256,241399.43,21.62
2021-12-01,2021,12,Q4,BrandA,Cardiovascular,West,W-401,REP_W-401,5029,288156.03,24.55
2022-01-01,2022,1,Q1,BrandA,Cardiovascular,West,W-401,REP_W-401,4705,265344.75,27.21
2022-02-01,2022,2,Q1,BrandA,Cardiovascular,West,W-401,REP_W-401,5072,294809.99,12.8
2022-03-01,2022,3,Q1,BrandA,Cardiovascular,West,W-401,REP_W-401,5398,300849.1,12.02
2022-04-01,2022,4,Q2,BrandA,Cardiovascular,West,W-401,REP_W-401,5358,313618.27,10.51
2022-05-01,2022,5,Q2,BrandA,Cardiovascular,West,W-401,REP_W-401,5684,320875.18,23.27
2022-06-01,2022,6,Q2,BrandA,Cardiovascular,West,W-401,REP_W-401,5116,280771.3,24.96
2022-07-01,2022,7,Q3,BrandA,Cardiovascular,West,W-401,REP_W-401,6065,343536.66,8.76
2022-08-01,2022,8,Q3,BrandA,Cardiovascular,West,W-401,REP_W-401,6059,337657.0,30.47
2022-09-01,2022,9,Q3,BrandA,Cardiovascular,West,W-401,REP_W-401,4947,284193.37,9.25
2022-10-01,2022,10,Q4,BrandA,Cardiovascular,West,W-401,REP_W-401,5196,289730.49,20.99
2022-11-01,2022,11,Q4,BrandA,Cardiovascular,West,W-401,REP_W-401,4815,269609.01,25.02
2022-12-01,2022,12,Q4,BrandA,Cardiovascular,West,W-401,REP_W-401,5118,278227.97,28.9
2023-01-01,2023,1,Q1,BrandA,Cardiovascular,West,W-401,REP_W-401,5474,306470.89,25.14
2023-02-01,2023,2,Q1,BrandA,Cardiovascular,West,W-401,REP_W-401,5796,311586.33,27.24
2023-03-01,2023,3,Q1,BrandA,Cardiovascular,West,W-401,REP_W-401,6124,335031.74,16.15
2023-04-01,2023,4,Q2,BrandA,Cardiovascular,West,W-401,REP_W-401,6479,371615.77,27.56
2023-05-01,2023,5,Q2,BrandA,Cardiovascular,West,W-401,REP_W-401,6133,351946.18,9.92
2023-06-01,2023,6,Q2,BrandA,Cardiovascular,West,W-401,REP_W-401,5885,335318.34,29.48
2023-07-01,2023,7,Q3,BrandA,Cardiovascular,West,W-401,REP_W-401,6254,346503.44,21.14
2023-08-01,2023,8,Q3,BrandA,Cardiovascular,West,W-401,REP_W-401,6399,361184.0,27.62
2023-09-01,2023,9,Q3,BrandA,Cardiovascular,West,W-401,REP_W-401,5526,312183.96,18.86
2023-10-01,2023,10,Q4,BrandA,Cardiovascular,West,W-401,REP_W-401,6337,349731.62,23.45
2023-11-01,2023,11,Q4,BrandA,Cardiovascular,West,W-401,REP_W-401,5926,344872.47,20.63
2023-12-01,2023,12,Q4,BrandA,Cardiovascular,West,W-401,REP_W-401,5524,317569.84,25.56
2021-01-01,2021,1,Q1,BrandA,Cardiovascular,West,W-402,REP_W-402,4248,345423.79,9.37
2021-02-01,2021,2,Q1,BrandA,Cardiovascular,West,W-402,REP_W-402,4463,358469.28,20.75
2021-03-01,2021,3,Q1,BrandA,Cardiovascular,West,W-402,REP_W-402,4733,369762.52,30.48
2021-04-01,2021,4,Q2,BrandA,Cardiovascular,West,W-402,REP_W-402,5187,418641.6,8.94
2021-05-01,2021,5,Q2,BrandA,Cardiovascular,West,W-402,REP_W-402,5406,435388.42,10.93
2021-06-01,2021,6,Q2,BrandA,Cardiovascular,West,W-402,REP_W-402,5151,424998.21,18.85
2021-07-01,2021,7,Q3,BrandA,Cardiovascular,West,W-402,REP_W-402,5315,410215.98,30.41
2021-08-01,2021,8,Q3,BrandA,Cardiovascular,West,W-402,REP_W-402,5887,477855.38,15.59
2021-09-01,2021,9,Q3,BrandA,Cardiovascular,West,W-402,REP_W-402,5577,440159.44,20.17
2021-10-01,2021,10,Q4,BrandA,Cardiovascular,West,W-402,REP_W-402,5016,407836.2,9.0
2021-11-01,2021,11,Q4,BrandA,Cardiovascular,West,W-402,REP_W-402,4785,389479.95,11.56
2021-12-01,2021,12,Q4,BrandA,Cardiovascular,West,W-402,REP_W-402,4788,386156.62,31.68
2022-01-01,2022,1,Q1,BrandA,Cardiovascular,West,W-402,REP_W-402,5023,412366.66,31.16
2022-02-01,2022,2,Q1,BrandA,Cardiovascular,West,W-402,REP_W-402,4725,372227.51,8.12
2022-03-01,2022,3,Q1,BrandA,Cardiovascular,West,W-402,REP_W-402,5200,429421.88,30.84
2022-04-01,2022,4,Q2,BrandA,Cardiovascular,West,W-402,REP_W-402,4978,396483.35,23.34
2022-05-01,2022,5,Q2,BrandA,Cardiovascular,West,W-402,REP_W-402,5866,459173.99,28.83
2022-06-01,2022,6,Q2,BrandA,Cardiovascular,West,W-402,REP_W-402,6053,486365.23,18.91
2022-07-01,2022,7,Q3,BrandA,Cardiovascular,West,W-402,REP_W-402,5642,436723.75,20.37
2022-08-01,2022,8,Q3,BrandA,Cardiovascular,West,W-402,REP_W-402,6228,505725.74,19.73
2022-09-01,2022,9,Q3,BrandA,Cardiovascular,West,W-402,REP_W-402,5104,410220.45,24.0
2022-10-01,2022,10,Q4,BrandA,Cardiovascular,West,W-402,REP_W-402,4858,402167.93,11.35
2022-11-01,2022,11,Q4,BrandA,Cardiovascular,West,W-402,REP_W-402,5269,431213.89,8.72
2022-12-01,2022,12,Q4,BrandA,Cardiovascular,West,W-402,REP_W-402,5499,431902.6,15.39
2023-01-01,2023,1,Q1,BrandA,Cardiovascular,West,W-402,REP_W-402,5802,460890.93,24.91
2023-02-01,2023,2,Q1,BrandA,Cardiovascular,West,W-402,REP_W-402,5321,434366.8,12.84
2023-03-01,2023,3,Q1,BrandA,Cardiovascular,West,W-402,REP_W-402,6109,501915.32,24.16
2023-04-01,2023,4,Q2,BrandA,Cardiovascular,West,W-402,REP_W-402,5993,496020.21,31.28
2023-05-01,2023,5,Q2,BrandA,Cardiovascular,West,W-402,REP_W-402,6152,509100.66,10.25
2023-06-01,2023,6,Q2,BrandA,Cardiovascular,West,W-402,REP_W-402,6655,536703.09,24.14
2023-07-01,2023,7,Q3,BrandA,Cardiovascular,West,W-402,REP_W-402,6544,532532.63,18.65
2023-08-01,2023,8,Q3,BrandA,Cardiovascular,West,W-402,REP_W-402,5582,462690.76,28.84
2023-09-01,2023,9,Q3,BrandA,Cardiovascular,West,W-402,REP_W-402,6494,521475.7,12.25
2023-10-01,2023,10,Q4,BrandA,Cardiovascular,West,W-402,REP_W-402,6241,508047.48,24.62
2023-11-01,2023,11,Q4,BrandA,Cardiovascular,West,W-402,REP_W-402,5412,434383.71,28.11
2023-12-01,2023,12,Q4,BrandA,Cardiovascular,West,W-402,REP_W-402,5726,457513.2,30.67
2021-01-01,2021,1,Q1,BrandA,Cardiovascular,West,W-403,REP_W-403,4412,290103.51,12.35
2021-02-01,2021,2,Q1,BrandA,Cardiovascular,West,W-403,REP_W-403,5148,334354.06,20.6
2021-03-01,2021,3,Q1,BrandA,Cardiovascular,West,W-403,REP_W-403,5104,320461.79,25.02
2021-04-01,2021,4,Q2,BrandA,Cardiovascular,West,W-403,REP_W-403,5151,342698.64,10.57
2021-05-01,2021,5,Q2,BrandA,Cardiovascular,West,W-403,REP_W-403,5100,331054.38,21.62
2021-06-01,2021,6,Q2,BrandA,Cardiovascular,West,W-403,REP_W-403,5356,338761.63,14.16
2021-07-01,2021,7,Q3,BrandA,Cardiovascular,West,W-403,REP_W-403,5385,325685.97,31.11
2021-08-01,2021,8,Q3,BrandA,Cardiovascular,West,W-403,REP_W-403,5357,356666.58,19.61
2021-09-01,2021,9,Q3,BrandA,Cardiovascular,West,W-403,REP_W-403,4727,292569.7,27.34
2021-10-01,2021,10,Q4,BrandA,Cardiovascular,West,W-403,REP_W-403,5084,313009.59,21.21
2021-11-01,2021,11,Q4,BrandA,Cardiovascular,West,W-403,REP_W-403,4462,289871.95,9.04
2021-12-01,2021,12,Q4,BrandA,Cardiovascular,West,W-403,REP_W-403,5219,348467.46,23.2
2022-01-01,2022,1,Q1,BrandA,Cardiovascular,West,W-403,REP_W-403,4620,302264.04,30.83
2022-02-01,2022,2,Q1,BrandA,Cardiovascular,West,W-403,REP_W-403,5123,329821.75,22.44
2022-03-01,2022,3,Q1,BrandA,Cardiovascular,West,W-403,REP_W-403,5600,360751.23,27.66
2022-04-01,2022,4,Q2,BrandA,Cardiovascular,West,W-403,REP_W-403,5449,352818.4,29.22
2022-05-01,2022,5,Q2,BrandA,Cardiovascular,West,W-403,REP_W-403,5846,377820.53,13.47
2022-06-01,2022,6,Q2,BrandA,Cardiovascular,West,W-403,REP_W-403,6329,405186.49,13.09
2022-07-01,2022,7,Q3,BrandA,Cardiovascular,West,W-403,REP_W-403,6007,383218.15,22.66
2022-08-01,2022,8,Q3,BrandA,Cardiovascular,West,W-403,REP_W-403,5812,369543.77,17.86
2022-09-01,2022,9,Q3,BrandA,Cardiovascular,West,W-403,REP_W-403,4953,310565.99,28.16
2022-10-01,2022,10,Q4,BrandA,Cardiovascular,West,W-403,REP_W-403,5027,318235.34,29.6
2022-11-01,2022,11,Q4,BrandA,Cardiovascular,West,W-403,REP_W-403,5525,339826.34,16.48
2022-12-01,2022,12,Q4,BrandA,Cardiovascular,West,W-403,REP_W-403,5351,339988.51,13.68
2023-01-01,2023,1,Q1,BrandA,Cardiovascular,West,W-403,REP_W-403,5497,343034.04,26.73
2023-02-01,2023,2,Q1,BrandA,Cardiovascular,West,W-403,REP_W-403,5680,353622.27,14.6
2023-03-01,2023,3,Q1,BrandA,Cardiovascular,West,W-403,REP_W-403,6182,394978.12,27.74
2023-04-01,2023,4,Q2,BrandA,Cardiovascular,West,W-403,REP_W-403,5912,386851.48,18.17
2023-05-01,2023,5,Q2,BrandA,Cardiovascular,West,W-403,REP_W-403,6261,405912.14,24.02
2023-06-01,2023,6,Q2,BrandA,Cardiovascular,West,W-403,REP_W-403,5930,365661.27,10.29
2023-07-01,2023,7,Q3,BrandA,Cardiovascular,West,W-403,REP_W-403,5815,362870.79,22.97
2023-08-01,2023,8,Q3,BrandA,Cardiovascular,West,W-403,REP_W-403,5557,360429.4,18.84
2023-09-01,2023,9,Q3,BrandA,Cardiovascular,West,W-403,REP_W-403,5649,352563.33,22.08
2023-10-01,2023,10,Q4,BrandA,Cardiovascular,West,W-403,REP_W-403,6300,399272.42,12.03
2023-11-01,2023,11,Q4,BrandA,Cardiovascular,West,W-403,REP_W-403,5099,328186.65,25.68
2023-12-01,2023,12,Q4,BrandA,Cardiovascular,West,W-403,REP_W-403,5491,342801.17,28.71
2021-01-01,2021,1,Q1,BrandB,Oncology,North,N-101,REP_N-101,3374,241801.61,30.33
2021-02-01,2021,2,Q1,BrandB,Oncology,North,N-101,REP_N-101,3548,262677.0,10.79
2021-03-01,2021,3,Q1,BrandB,Oncology,North,N-101,REP_N-101,3803,272967.55,27.62
2021-04-01,2021,4,Q2,BrandB,Oncology,North,N-101,REP_N-101,3952,289419.55,17.13
2021-05-01,2021,5,Q2,BrandB,Oncology,North,N-101,REP_N-101,4492,338833.07,29.07
2021-06-01,2021,6,Q2,BrandB,Oncology,North,N-101,REP_N-101,5028,365365.84,28.83
2021-07-01,2021,7,Q3,BrandB,Oncology,North,N-101,REP_N-101,4097,307423.77,27.34
2021-08-01,2021,8,Q3,BrandB,Oncology,North,N-101,REP_N-101,3765,268590.65,26.96
2021-09-01,2021,9,Q3,BrandB,Oncology,North,N-101,REP_N-101,4092,295991.17,15.31
2021-10-01,2021,10,Q4,BrandB,Oncology,North,N-101,REP_N-101,4837,343703.57,9.94
2021-11-01,2021,11,Q4,BrandB,Oncology,North,N-101,REP_N-101,3685,269821.54,17.67
2021-12-01,2021,12,Q4,BrandB,Oncology,North,N-101,REP_N-101,4461,331253.99,12.16
2022-01-01,2022,1,Q1,BrandB,Oncology,North,N-101,REP_N-101,4583,335589.2,24.68
2022-02-01,2022,2,Q1,BrandB,Oncology,North,N-101,REP_N-101,4034,302183.52,16.31
2022-03-01,2022,3,Q1,BrandB,Oncology,North,N-101,REP_N-101,4655,335249.93,31.41
2022-04-01,2022,4,Q2,BrandB,Oncology,North,N-101,REP_N-101,5299,389181.66,23.38
2022-05-01,2022,5,Q2,BrandB,Oncology,North,N-101,REP_N-101,4731,342257.21,27.74
2022-06-01,2022,6,Q2,BrandB,Oncology,North,N-101,REP_N-101,4906,361296.09,11.18
2022-07-01,2022,7,Q3,BrandB,Oncology,North,N-101,REP_N-101,4764,351828.32,28.69
2022-08-01,2022,8,Q3,BrandB,Oncology,North,N-101,REP_N-101,4518,334180.54,30.15
2022-09-01,2022,9,Q3,BrandB,Oncology,North,N-101,REP_N-101,4535,324476.14,19.69
2022-10-01,2022,10,Q4,BrandB,Oncology,North,N-101,REP_N-101,4190,300899.69,22.55
2022-11-01,2022,11,Q4,BrandB,Oncology,North,N-101,REP_N-101,4567,329212.03,26.36
2022-12-01,2022,12,Q4,BrandB,Oncology,North,N-101,REP_N-101,4273,310927.09,12.2
2023-01-01,2023,1,Q1,BrandB,Oncology,North,N-101,REP_N-101,4745,347534.87,20.06
2023-02-01,2023,2,Q1,BrandB,Oncology,North,N-101,REP_N-101,4252,315286.98,17.57
2023-03-01,2023,3,Q1,BrandB,Oncology,North,N-101,REP_N-101,5250,377342.01,11.51
2023-04-01,2023,4,Q2,BrandB,Oncology,North,N-101,REP_N-101,5735,405887.03,16.82
2023-05-01,2023,5,Q2,BrandB,Oncology,North,N-101,REP_N-101,4696,358150.66,9.64
2023-06-01,2023,6,Q2,BrandB,Oncology,North,N-101,REP_N-101,5873,419686.46,8.62
2023-07-01,2023,7,Q3,BrandB,Oncology,North,N-101,REP_N-101,6266,465800.62,11.24
2023-08-01,2023,8,Q3,BrandB,Oncology,North,N-101,REP_N-101,5064,370485.09,31.11
2023-09-01,2023,9,Q3,BrandB,Oncology,North,N-101,REP_N-101,6175,453753.35,21.19
2023-10-01,2023,10,Q4,BrandB,Oncology,North,N-101,REP_N-101,5458,399048.43,31.18
2023-11-01,2023,11,Q4,BrandB,Oncology,North,N-101,REP_N-101,4880,354054.19,18.38
2023-12-01,2023,12,Q4,BrandB,Oncology,North,N-101,REP_N-101,5140,379297.59,15.48
2021-01-01,2021,1,Q1,BrandB,Oncology,North,N-102,REP_N-102,2633,151021.29,20.29
2021-02-01,2021,2,Q1,BrandB,Oncology,North,N-102,REP_N-102,3669,214435.0,24.33
2021-03-01,2021,3,Q1,BrandB,Oncology,North,N-102,REP_N-102,3876,218123.45,9.0
2021-04-01,2021,4,Q2,BrandB,Oncology,North,N-102,REP_N-102,3745,217971.45,10.04
2021-05-01,2021,5,Q2,BrandB,Oncology,North,N-102,REP_N-102,4351,252240.1,25.19
2021-06-01,2021,6,Q2,BrandB,Oncology,North,N-102,REP_N-102,3834,224912.14,9.73
2021-07-01,2021,7,Q3,BrandB,Oncology,North,N-102,REP_N-102,3957,230017.84,9.71
2021-08-01,2021,8,Q3,BrandB,Oncology,North,N-102,REP_N-102,4370,248487.3,8.29
2021-09-01,2021,9,Q3,BrandB,Oncology,North,N-102,REP_N-102,3894,231219.72,30.96
2021-10-01,2021,10,Q4,BrandB,Oncology,North,N-102,REP_N-102,3989,230591.31,25.7
2021-11-01,2021,11,Q4,BrandB,Oncology,North,N-102,REP_N-102,3761,217983.77,16.48
2021-12-01,2021,12,Q4,BrandB,Oncology,North,N-102,REP_N-102,3814,217048.04,15.12
2022-01-01,2022,1,Q1,BrandB,Oncology,North,N-102,REP_N-102,3922,225422.97,16.39
2022-02-01,2022,2,Q1,BrandB,Oncology,North,N-102,REP_N-102,3982,226832.46,26.59
2022-03-01,2022,3,Q1,BrandB,Oncology,North,N-102,REP_N-102,4560,263522.74,23.87
2022-04-01,2022,4,Q2,BrandB,Oncology,North,N-102,REP_N-102,4452,267012.81,12.44
2022-05-01,2022,5,Q2,BrandB,Oncology,North,N-102,REP_N-102,4885,275511.61,12.18
2022-06-01,2022,6,Q2,BrandB,Oncology,North,N-102,REP_N-102,4697,263592.03,10.36
2022-07-01,2022,7,Q3,BrandB,Oncology,North,N-102,REP_N-102,4383,261651.7,23.85
2022-08-01,2022,8,Q3,BrandB,Oncology,North,N-102,REP_N-102,5276,304677.84,26.34
2022-09-01,2022,9,Q3,BrandB,Oncology,North,N-102,REP_N-102,4975,284642.94,14.36
2022-10-01,2022,10,Q4,BrandB,Oncology,North,N-102,REP_N-102,5496,325345.37,8.5
2022-11-01,2022,11,Q4,BrandB,Oncology,North,N-102,REP_N-102,4174,239121.2,9.97
2022-12-01,2022,12,Q4,BrandB,Oncology,North,N-102,REP_N-102,4477,269105.71,31.23
2023-01-01,2023,1,Q1,BrandB,Oncology,North,N-102,REP_N-102,4610,270961.64,15.09
2023-02-01,2023,2,Q1,BrandB,Oncology,North,N-102,REP_N-102,5242,301020.67,26.46
2023-03-01,2023,3,Q1,BrandB,Oncology,North,N-102,REP_N-102,4907,296837.85,22.99
2023-04-01,2023,4,Q2,BrandB,Oncology,North,N-102,REP_N-102,4873,279165.13,17.17
2023-05-01,2023,5,Q2,BrandB,Oncology,North,N-102,REP_N-102,6127,360582.24,12.94
2023-06-01,2023,6,Q2,BrandB,Oncology,North,N-102,REP_N-102,5558,324241.4,10.91
2023-07-01,2023,7,Q3,BrandB,Oncology,North,N-102,REP_N-102,6106,363309.67,22.76
2023-08-01,2023,8,Q3,BrandB,Oncology,North,N-102,REP_N-102,5948,355700.64,26.59
2023-09-01,2023,9,Q3,BrandB,Oncology,North,N-102,REP_N-102,5433,315264.92,23.45
2023-10-01,2023,10,Q4,BrandB,Oncology,North,N-102,REP_N-102,5207,297407.37,20.73
2023-11-01,2023,11,Q4,BrandB,Oncology,North,N-102,REP_N-102,5009,293147.43,9.01
2023-12-01,2023,12,Q4,BrandB,Oncology,North,N-102,REP_N-102,5156,294947.11,31.24
2021-01-01,2021,1,Q1,BrandB,Oncology,North,N-103,REP_N-103,3248,277366.83,8.08
2021-02-01,2021,2,Q1,BrandB,Oncology,North,N-103,REP_N-103,3851,321158.17,22.87
2021-03-01,2021,3,Q1,BrandB,Oncology,North,N-103,REP_N-103,3807,298998.35,16.53
2021-04-01,2021,4,Q2,BrandB,Oncology,North,N-103,REP_N-103,4085,334022.84,27.06
2021-05-01,2021,5,Q2,BrandB,Oncology,North,N-103,REP_N-103,4681,396001.8,10.23
2021-06-01,2021,6,Q2,BrandB,Oncology,North,N-103,REP_N-103,4446,367498.4,22.12
2021-07-01,2021,7,Q3,BrandB,Oncology,North,N-103,REP_N-103,4473,367576.38,19.54
2021-08-01,2021,8,Q3,BrandB,Oncology,North,N-103,REP_N-103,4591,381557.88,23.42
2021-09-01,2021,9,Q3,BrandB,Oncology,North,N-103,REP_N-103,4001,322576.05,9.56
2021-10-01,2021,10,Q4,BrandB,Oncology,North,N-103,REP_N-103,3740,308253.43,21.92
2021-11-01,2021,11,Q4,BrandB,Oncology,North,N-103,REP_N-103,3609,293163.09,21.48
2021-12-01,2021,12,Q4,BrandB,Oncology,North,N-103,REP_N-103,3323,271183.5,21.46
2022-01-01,2022,1,Q1,BrandB,Oncology,North,N-103,REP_N-103,4706,390564.02,22.48
2022-02-01,2022,2,Q1,BrandB,Oncology,North,N-103,REP_N-103,3849,308408.59,24.24
2022-03-01,2022,3,Q1,BrandB,Oncology,North,N-103,REP_N-103,4373,366208.56,27.32
2022-04-01,2022,4,Q2,BrandB,Oncology,North,N-103,REP_N-103,4584,371073.47,14.48
